shot_id,shot_made_flag
1051,0.353694343
1052,0.29503603
1066,0.31341112
1087,0.28993669
1092,0.255461724
1094,0.658991181
1098,0.373990316
1099,0.415511627
1102,0.36577602
1118,0.332188145
1131,0.29914118
1133,0.667201684
1135,0.920078445
1138,0.484463393
1139,0.838657417
1142,0.440012907
1151,0.385896321
1152,0.380226053
1155,0.654599504
1165,0.338851221
1167,0.886235875
1172,0.407784728
1174,0.73003787
1180,0.438657112
1200,0.421056635
1202,0.370223569
1227,0.581242441
1228,0.544381041
1229,0.343477364
1237,0.408774348
1241,0.421336636
1256,0.269006215
1279,0.351395568
1293,0.225656679
1295,0.322077666
1319,0.700072638
1320,0.365036627
1321,0.827817175
1322,0.748958642
1334,0.250125996
1351,0.670885208
1373,0.373490196
1375,0.266282334
1380,0.316110633
1382,0.637016216
1385,0.46899881
1399,0.368627168
1403,0.752012774
1428,0.292237267
1434,0.366706346
1444,0.963208925
1448,0.364609279
1466,0.8142094
1476,0.382316431
1478,0.42167504
1485,0.372110185
1491,0.656473351
1494,0.672372102
1500,0.375094109
1501,0.655276268
1503,0.46966996
1519,0.62662362
1524,0.328352515
1529,0.763705555
1533,0.655171558
1538,0.973340785
1539,0.373193765
1546,0.375145486
1555,0.297829869
1559,0.391772944
1563,0.730581898
1565,0.774722004
1574,0.354764611
1591,0.302269613
1594,0.271353891
1605,0.258214101
1611,0.471964266
1614,0.342756944
1620,0.339449699
1626,0.349138772
1630,0.359834072
1632,0.36901325
1634,0.346397363
1643,0.298356264
1651,0.42426996
1655,0.393588711
1658,0.316055831
1659,0.357915657
1665,0.344577999
1675,0.390144355
1680,0.557924516
1690,0.364825147
1696,0.311383101
1714,0.281053891
1721,0.394253379
1726,0.467500295
1728,0.415008628
1734,0.350830649
1735,0.325247688
1740,0.383074121
1744,0.763780234
1747,0.353891599
1752,0.280354572
1763,0.672911953
1765,0.703532068
1769,0.350946435
1785,0.677780435
1787,0.310592476
1788,0.362792151
1793,0.310260233
1800,0.376419969
1825,0.352141795
1826,0.738421647
1834,0.34227987
1843,0.375482701
1844,0.381955181
1848,0.332101086
1849,0.340686045
1860,0.354659034
1863,0.344277061
1875,0.661296142
1883,0.383198637
1890,0.380879462
1892,0.3412175
1893,0.389481894
1897,0.36009946
1905,0.432875087
1908,0.554359786
1931,0.32271618
1940,0.71744383
1943,0.345788982
1947,0.211653106
1965,0.842228053
1967,0.36117172
1968,0.376668491
1972,0.797324587
1982,0.312424463
1985,0.306641389
2005,0.730101355
2010,0.734359574
2021,0.385423371
2024,0.70078564
2036,0.40873283
2043,0.625817441
2047,0.582543568
2049,0.444058404
2055,0.286778836
2065,0.406392539
2066,0.309299344
2070,0.270669847
2077,0.904079506
2085,0.546322498
2095,0.689597227
2097,0.658228931
2108,0.379692559
2112,0.670029827
2113,0.675171571
2122,0.163932189
2139,0.406575887
2144,0.621976564
2146,0.248091434
2148,0.136524124
2149,0.678117973
2157,0.316931595
2159,0.354182303
2168,0.393424487
2176,0.398293156
2178,0.682314375
2181,0.265771607
2187,0.751155555
2188,0.25862961
2190,0.254498888
2194,0.337325788
2197,0.274513706
2214,0.357695306
2217,0.192200492
2222,0.424913282
2223,0.373453055
2226,0.34538753
2230,0.624329792
2240,0.341795016
2247,0.367880181
2250,0.38191618
2259,0.539548308
2262,0.362366431
2266,0.391716456
2305,0.372994304
2310,0.330593157
2313,0.320639964
2319,0.820588855
2320,0.758644398
2345,0.258766008
2350,0.703469136
2356,0.384834293
2360,0.636122227
2370,0.411547658
2386,0.406737128
2398,0.369677673
2414,0.617067825
2435,0.791311635
2439,0.33570207
2446,0.781317276
2458,0.284828055
2465,0.277715365
2466,0.353887106
2470,0.313937908
2495,0.691170288
2501,0.316342386
2507,0.240666587
2533,0.193633136
2537,0.385276825
2538,0.253269581
2541,0.261047287
2542,0.748410466
2544,0.761103216
2554,0.199446212
2555,0.168675053
2565,0.501036852
2575,0.657664989
2586,0.446704676
2588,0.451596615
2594,0.663856041
2617,0.415039139
2618,0.312716883
2623,0.945474118
2631,0.65890474
2640,0.279496049
2642,0.713452288
2647,0.385334115
2663,0.414571011
2664,0.356213484
2676,0.40180746
2680,0.943792684
2681,0.414541272
2691,0.380668846
2693,0.392138387
2695,0.4238579
2704,0.27337423
2708,0.335366058
2709,0.956630184
2717,0.749518231
2722,0.376818491
2728,0.379914911
2732,0.740662951
2743,0.361960597
2752,0.231840705
2757,0.662106072
2761,0.264722399
2769,0.180183343
2771,0.318509699
2774,0.303745523
2776,0.33011213
2781,0.292033246
2793,0.328481912
2799,0.306233545
2803,0.348481003
2811,0.422942943
2818,0.32225341
2824,0.51723255
2828,0.793829762
2829,0.327625295
2830,0.318580991
2842,0.730726776
2847,0.662480689
2848,0.328115301
2868,0.390261715
2870,0.253805518
2885,0.232403562
2886,0.356575635
2889,0.613022538
2903,0.410258034
2904,0.645313591
2918,0.775880521
2919,0.346863489
2922,0.334630991
2923,0.324020429
2931,0.356834419
2945,0.368309633
2955,0.366695321
2957,0.567438878
2960,0.659276337
2963,0.343824767
2966,0.709589829
2972,0.66140037
2974,0.365356367
2982,0.296995327
2984,0.557065432
3016,0.415257648
3021,0.32502528
3023,0.711967385
3025,0.436285982
3029,0.287391391
3034,0.680811986
3038,0.324641825
3040,0.41973337
3051,0.792005555
3062,0.335274329
3069,0.31425825
3071,0.469170425
3076,0.95834165
3079,0.290609814
3081,0.28688454
3082,0.331836627
3084,0.833063855
3098,0.351667686
3104,0.394613476
3105,0.383927711
3114,0.77535919
3118,0.379191023
3122,0.276967873
3132,0.252315456
3138,0.409427095
3141,0.295791181
3156,0.695145327
3162,0.720702501
3167,0.372274213
3170,0.355719737
3171,0.263120796
3172,0.365396327
3176,0.970657452
3180,0.38606272
3189,0.309224419
3198,0.312219304
3206,0.382686577
3215,0.308281001
3222,0.634497897
3228,0.318999455
3229,0.299127732
3232,0.261033363
3233,0.21932334
3238,0.366344426
3256,0.309545918
3264,0.692862249
3273,0.386601825
3275,0.622454863
3285,0.461521989
3289,0.210526857
3294,0.337388364
3306,0.443109387
3311,0.775620066
3318,0.371037541
3322,0.583992935
3324,0.340433023
3334,0.612016975
3341,0.392235381
3345,0.268241391
3346,0.96726665
3352,0.266022555
3368,0.284346536
3371,0.158609857
3372,0.420618761
3375,0.391326825
3384,0.303448471
3387,0.292106937
3393,0.361422078
3406,0.428183097
3411,0.493007295
3412,0.535692327
3414,0.505841929
3417,0.608329542
3420,0.82938368
3423,0.821574385
3436,0.275312224
3438,0.669074049
3442,0.204281253
3443,0.360641671
3451,0.306984296
3461,0.418409115
3489,0.288358858
3491,0.486471666
3510,0.63072455
3515,0.515091929
3527,0.368573877
3530,0.262254285
3540,0.339837558
3582,0.15952312
3604,0.250497658
3605,0.330350416
3609,0.237887653
3624,0.177656204
3628,0.77985868
3630,0.319218253
3641,0.270844363
3642,0.298724724
3648,0.419525476
3650,0.920944262
3652,0.945464785
3660,0.39935993
3664,0.271473188
3670,0.29936618
3672,0.338221128
3680,0.313155391
3682,0.945842954
3685,0.517630619
3686,0.308694568
3689,0.370744711
3705,0.330947316
3712,0.217888642
3713,0.266595704
3719,0.284762106
3721,0.273983638
3723,0.825699606
3724,0.303150856
3727,0.243189134
3733,0.488724234
3734,0.410311795
3742,0.362454277
3770,0.25556836
3777,0.271423827
3778,0.316071673
3780,0.461846535
3783,0.49255109
3784,0.377285513
3788,0.357585971
3790,0.358994304
3794,0.322637403
3795,0.451461061
3796,0.418491946
3801,0.506763333
3806,0.349847658
3813,0.370995597
3814,0.354153931
3818,0.402078274
3824,0.389536636
3836,0.402701369
3853,0.509947658
3855,0.315079976
3858,0.292263018
3861,0.700809427
3866,0.274862551
3870,0.346109279
3874,0.914643489
3876,0.266894965
3878,0.23664072
3890,0.482075594
3900,0.920397575
3904,0.39599541
3906,0.381678022
3907,0.354028831
3908,0.401118846
3912,0.307989722
3918,0.949538517
3923,0.960780184
3924,0.412532013
3925,0.336912421
3927,0.690651359
3955,0.95629685
3964,0.245466276
3969,0.273892054
3974,0.708853618
3976,0.239680486
3984,0.324163714
3991,0.424000295
3993,0.975082452
4009,0.37434373
4011,0.427385158
4020,0.377457874
4033,0.376419068
4041,0.389913104
4045,0.85546317
4052,0.340747663
4055,0.360807178
4056,0.376861786
4057,0.383549063
4067,0.973206229
4069,0.363604462
4077,0.429431656
4094,0.340590094
4095,0.325925657
4100,0.391860675
4119,0.346595904
4130,0.5806481
4131,0.391407469
4132,0.580747356
4134,0.589165946
4137,0.83398435
4138,0.321372316
4143,0.286698462
4145,0.286086455
4148,0.299783455
4163,0.152179464
4166,0.330938831
4169,0.758246728
4170,0.410055826
4174,0.297785316
4180,0.36450218
4199,0.963315563
4201,0.458999632
4203,0.361363032
4210,0.049009923
4211,0.384260876
4213,0.96417153
4225,0.428735314
4235,0.397921235
4242,0.351273309
4245,0.38522603
4250,0.457849003
4252,0.320783621
4254,0.178343267
4263,0.199821345
4264,0.198689053
4268,0.331320293
4270,0.387839595
4282,0.702384469
4283,0.309884177
4291,0.356632179
4304,0.374971128
4306,0.338829976
4309,0.343045683
4310,0.337120863
4313,0.274512224
4314,0.34842572
4315,0.29802572
4321,0.384490793
4324,0.308170624
4325,0.315625657
4328,0.319152097
4329,0.301353764
4332,0.336512787
4337,0.32769057
4342,0.387130376
4344,0.412433628
4352,0.374594445
4355,0.346621537
4366,0.2839353
4371,0.382077601
4372,0.427828137
4376,0.315598888
4384,0.316554886
4387,0.304205917
4389,0.425176211
4390,0.354882165
4406,0.40834263
4407,0.748897591
4409,0.955265785
4410,0.753259961
4424,0.370645673
4434,0.278559749
4452,0.353617253
4460,0.378409901
4470,0.695986549
4480,0.376453733
4496,0.934227285
4503,0.304616883
4512,0.356629462
4518,0.707690506
4519,0.390447779
4522,0.264146553
4525,0.322916893
4537,0.632303449
4546,0.298303891
4547,0.938430184
4553,0.392525018
4556,0.391033023
4558,0.782643021
4563,0.106642101
4568,0.221860287
4574,0.862544576
4578,0.219085243
4587,0.377359665
4592,0.613917441
4610,0.391892911
4615,0.349840129
4619,0.371605112
4620,0.607417441
4625,0.706137509
4635,0.38063968
4636,0.467338459
4641,0.322579829
4650,0.352121057
4653,0.758232881
4665,0.323352097
4668,0.938974984
4669,0.355596797
4670,0.25876352
4674,0.307565138
4675,0.443095321
4676,0.259456289
4679,0.250612716
4680,0.891335888
4686,0.308976844
4699,0.41183757
4713,0.575574139
4718,0.399079694
4721,0.376630798
4722,0.326558219
4724,0.372615188
4730,0.940671733
4731,0.311980758
4735,0.357563135
4743,0.325498257
4745,0.284348183
4746,0.62086205
4747,0.365703162
4748,0.313610513
4769,0.378424764
4771,0.420293326
4774,0.299787013
4784,0.376826004
4797,0.420368401
4801,0.675349283
4804,0.176718136
4820,0.209448609
4833,0.406834453
4834,0.404541457
4851,0.28903822
4859,0.308393764
4860,0.966747895
4863,0.368143491
4873,0.356024368
4881,0.338668503
4892,0.378004089
4908,0.272298536
4911,0.291716306
4915,0.250961061
4922,0.293940235
4929,0.247272814
4936,0.314160708
4939,0.377210058
4951,0.292367386
4956,0.280730735
4961,0.352956971
4964,0.324011874
4981,0.414281761
4991,0.948958345
4992,0.345357277
4997,0.422238553
5004,0.345891656
5010,0.338914276
5012,0.377674127
5015,0.113755374
5020,0.399998029
5030,0.32466468
5051,0.976413249
5052,0.359606214
5057,0.615641063
5058,0.528826988
5060,0.350459544
5061,0.339125903
5064,0.666104268
5078,0.467247157
5080,0.469505883
5088,0.451350976
5089,0.5755356
5090,0.433607972
5103,0.94435461
5108,0.393951783
5114,0.337410971
5115,0.353984387
5124,0.624933703
5137,0.448155626
5139,0.318009143
5144,0.355969732
5149,0.833079434
5157,0.30682807
5163,0.305736844
5174,0.367188613
5176,0.387515095
5179,0.277532169
5186,0.371428784
5203,0.729300508
5204,0.801074213
5206,0.277581298
5207,0.591270761
5220,0.385176482
5221,0.770847668
5224,0.335154765
5227,0.241070178
5229,0.201489563
5232,0.594925528
5240,0.73715024
5242,0.635978449
5243,0.318432221
5245,0.704655435
5248,0.375801055
5249,0.250724724
5254,0.36870072
5269,0.334684115
5272,0.361326489
5276,0.324951008
5286,0.729905872
5290,0.307732846
5308,0.226427497
5316,0.331493602
5318,0.349470794
5319,0.387418446
5320,0.517184733
5322,0.289514722
5324,0.278148496
5331,0.670663768
5336,0.940291964
5344,0.332079351
5354,0.335771414
5356,0.039566361
5358,0.335931186
5361,0.399242877
5365,0.709957591
5370,0.528458596
5376,0.343436868
5383,0.36123825
5384,0.36588
5385,0.343036137
5393,0.818605323
5397,0.360170475
5398,0.347153379
5402,0.339921805
5407,0.64295349
5409,0.360693647
5425,0.258711153
5428,0.637810442
5430,0.398150087
5442,0.350520851
5447,0.379505864
5470,0.369413553
5485,0.340107598
5493,0.284724513
5502,0.624017441
5504,0.264503179
5517,0.21513807
5522,0.352981635
5527,0.800424309
5528,0.28921618
5536,0.522608596
5545,0.327999267
5576,0.316613309
5577,0.284642873
5592,0.305857846
5594,0.318643072
5595,0.327460927
5596,0.314887994
5599,0.422555054
5606,0.385631174
5617,0.286752658
5625,0.711069928
5626,0.234960835
5627,0.634334347
5642,0.629912691
5659,0.950466059
5664,0.84485722
5666,0.780273449
5671,0.334366876
5674,0.363472493
5677,0.458498938
5681,0.372090403
5683,0.035378846
5700,0.340097385
5713,0.424296442
5715,0.451096593
5718,0.339670635
5726,0.524663953
5738,0.344995635
5741,0.734830434
5743,0.793742316
5753,0.337111426
5761,0.374598634
5789,0.597510338
5797,0.39546726
5803,0.335595072
5810,0.435283631
5813,0.365005773
5817,0.29230183
5818,0.391948411
5822,0.297362267
5829,0.518379806
5846,0.463456796
5847,0.260973851
5854,0.264734558
5858,0.443032352
5863,0.31174556
5869,0.243517605
5870,0.304081833
5876,0.139490602
5881,0.259754087
5901,0.279637672
5922,0.563365434
5928,0.718276934
5933,0.304615543
5934,0.6998569
5946,0.41691452
5951,0.22044704
5955,0.278934037
5956,0.874729378
5965,0.361592324
5972,0.365526744
5981,0.229355373
5997,0.352621842
6005,0.262171828
6009,0.240707523
6010,0.310125494
6015,0.320910414
6039,0.22443454
6047,0.687678462
6051,0.027516346
6056,0.367100041
6061,0.382352752
6064,0.265899623
6065,0.404512795
6070,0.339545766
6085,0.717239257
6086,0.224483445
6091,0.799631895
6097,0.243463706
6099,0.272665204
6104,0.70729836
6108,0.354956137
6109,0.400501085
6124,0.657442807
6142,0.671646173
6144,0.401657552
6150,0.334732513
6154,0.345825194
6155,0.351736396
6156,0.971803285
6158,0.421122713
6159,0.959889945
6169,0.695546495
6170,0.026067654
6179,0.403375325
6184,0.502433596
6186,0.867398687
6204,0.188189366
6230,0.434761845
6231,0.3824568
6232,0.936661524
6235,0.458545874
6237,0.701224494
6239,0.372212572
6263,0.27863053
6265,0.325365105
6270,0.426838655
6271,0.209006863
6278,0.372481266
6279,0.690141458
6288,0.25114211
6294,0.367123637
6295,0.237217881
6302,0.651455714
6306,0.302047822
6322,0.799624354
6324,0.426206894
6327,0.304874513
6331,0.378120498
6334,0.352605743
6338,0.665767037
6339,0.64375037
6362,0.292423432
6372,0.287975623
6375,0.819763008
6393,0.332047075
6394,0.339040567
6405,0.943533446
6406,0.504373308
6416,0.671640949
6421,0.400738265
6422,0.2434016
6440,0.95868435
6457,0.801693055
6460,0.639551359
6463,0.390768036
6474,0.79508172
6476,0.409533351
6477,0.373011644
6482,0.800045939
6488,0.256070746
6489,0.23855003
6494,0.328737367
6499,0.623064047
6507,0.323187064
6524,0.361040872
6527,0.359029281
6531,0.243245747
6536,0.398349673
6538,0.099723891
6542,0.711260561
6565,0.273756264
6584,0.416857972
6588,0.367888982
6597,0.296938203
6603,0.712501253
6609,0.745791254
6613,0.77925942
6622,0.301437121
6630,0.383296887
6637,0.275644016
6639,0.798102062
6640,0.330438418
6646,0.385302095
6647,0.383691052
6648,0.965313272
6669,0.303281021
6680,0.296028115
6681,0.330974181
6684,0.100363266
6693,0.359903095
6694,0.343482838
6704,0.254170632
6706,0.34996933
6710,0.369698301
6713,0.380314509
6718,0.217268388
6732,0.471510158
6737,0.344416547
6739,0.324473603
6742,0.382486178
6746,0.612815949
6753,0.326558827
6771,0.259645558
6784,0.25979704
6790,0.912622377
6795,0.428297904
6807,0.296326705
6808,0.368851612
6818,0.357094224
6823,0.363950594
6830,0.456317371
6831,0.499403037
6832,0.365369775
6836,0.412513989
6846,0.36448794
6850,0.400765557
6854,0.371357016
6868,0.7902187
6876,0.602374283
6877,0.691092037
6881,0.108850662
6882,0.32621115
6884,0.405041754
6886,0.310507546
6901,0.377651966
6910,0.390322133
6913,0.341193995
6914,0.667151875
6918,0.7432625
6930,0.541041685
6941,0.294679886
6944,0.665459602
6945,0.303837332
6947,0.371016295
6949,0.765749421
6952,0.323098146
6963,0.635906636
6964,0.697033248
6972,0.744635424
6979,0.504367866
6981,0.324392369
6988,0.811079617
6990,0.316324244
6998,0.397193846
7004,0.385700087
7016,0.545425263
7027,0.379649802
7042,0.284005408
7056,0.245942137
7061,0.278846276
7069,0.701632448
7071,0.384299127
7088,0.667569136
7099,0.389178772
7108,0.308385513
7121,0.828055823
7125,0.809708222
7136,0.633788275
7149,0.691567037
7150,0.595877475
7151,0.351006272
7167,0.375132342
7177,0.766742572
7178,0.251945073
7183,0.642693119
7186,0.379703293
7190,0.234830522
7201,0.397650887
7202,0.392900128
7207,0.420220128
7213,0.293040174
7224,0.612600662
7225,0.343807846
7233,0.346783237
7239,0.313056799
7246,0.222202008
7248,0.305548047
7261,0.36161367
7264,0.384453337
7266,0.294125864
7274,0.261348779
7279,0.363124431
7293,0.338798904
7315,0.327269246
7322,0.338302777
7326,0.863271272
7341,0.362763459
7363,0.33398248
7365,0.672372192
7371,0.358748013
7377,0.355975976
7393,0.804434129
7405,0.274653891
7410,0.210478211
7434,0.747991216
7438,0.417341947
7447,0.688052057
7450,0.682588907
7452,0.384480253
7453,0.33245432
7455,0.327859944
7456,0.398526553
7457,0.947600339
7466,0.348481413
7470,0.728099458
7474,0.37498853
7487,0.503601523
7488,0.388680963
7492,0.667970337
7496,0.354897523
7501,0.549481171
7505,0.457538514
7512,0.275343759
7526,0.55863069
7536,0.610889975
7538,0.651340648
7539,0.371214325
7544,0.713928997
7554,0.500516929
7564,0.319330373
7566,0.677345116
7580,0.698830435
7581,0.788704675
7584,0.29393399
7587,0.336825703
7589,0.412389325
7590,0.492958863
7594,0.654975697
7597,0.381036417
7602,0.829526924
7603,0.34440461
7605,0.745132616
7609,0.373547316
7613,0.358385927
7619,0.362023732
7625,0.343462013
7626,0.423441385
7636,0.466233366
7639,0.731060518
7641,0.334083492
7643,0.856806552
7644,0.304570065
7657,0.388968149
7661,0.750599612
7666,0.310064394
7673,0.304754692
7683,0.297896025
7685,0.340171635
7699,0.379051277
7704,0.628923833
7705,0.511272356
7708,0.594900263
7728,0.25820954
7733,0.364959833
7741,0.397789938
7743,0.351131971
7745,0.3257707
7754,0.700647102
7756,0.291221643
7757,0.396554948
7770,0.69313997
7773,0.973086618
7774,0.363107821
7776,0.670800618
7777,0.348411332
7778,0.405039022
7781,0.270339431
7784,0.348884036
7789,0.784691328
7794,0.61704369
7799,0.385663711
7801,0.715320116
7818,0.242036919
7823,0.306128011
7828,0.38026595
7832,0.371384693
7839,0.335632586
7851,0.769644928
7856,0.370123517
7868,0.285889173
7869,0.152523488
7872,0.369523439
7874,0.28315923
7878,0.387210938
7888,0.348604462
7913,0.288631264
7923,0.377174127
7925,0.394722089
7926,0.588000263
7938,0.275449575
7942,0.711910892
7945,0.319795463
7954,0.705635803
7963,0.28179437
7969,0.387315793
7970,0.445282576
7977,0.475408593
7981,0.319772688
7990,0.263795023
8020,0.537168189
8023,0.406318777
8025,0.434869119
8034,0.459224923
8039,0.472686627
8046,0.333408634
8051,0.351181967
8055,0.367177111
8060,0.439438694
8063,0.389246143
8073,0.962164773
8074,0.403732859
8076,0.69307455
8080,0.366918426
8088,0.303060971
8102,0.525038849
8103,0.414425326
8104,0.404282776
8105,0.328777328
8109,0.347937267
8115,0.394651975
8121,0.645548303
8126,0.360952459
8135,0.857588567
8153,0.698143025
8156,0.284472883
8160,0.677609597
8161,0.415512796
8162,0.405122381
8171,0.461783928
8181,0.377390724
8183,0.324729822
8185,0.211788723
8191,0.821853023
8203,0.252509662
8204,0.580523242
8207,0.616312763
8208,0.400971128
8209,0.580062763
8210,0.35718461
8225,0.386742696
8226,0.322566905
8231,0.557921608
8233,0.195994986
8244,0.718976955
8250,0.443782754
8261,0.481816446
8265,0.321275809
8278,0.439170472
8279,0.385706203
8280,0.255869623
8296,0.724431608
8299,0.326208628
8300,0.338223207
8301,0.20935289
8305,0.414400887
8327,0.442224875
8334,0.431672272
8349,0.279466538
8355,0.334216534
8361,0.310837448
8362,0.315517324
8364,0.28387293
8365,0.333583827
8375,0.391814585
8378,0.727901268
8380,0.27981928
8381,0.331097822
8387,0.412669837
8399,0.757854148
8402,0.942611623
8409,0.391519394
8433,0.688024744
8436,0.360052727
8442,0.351146254
8448,0.35755466
8464,0.41101468
8469,0.537587763
8474,0.580275263
8478,0.448351837
8482,0.372846128
8490,0.197874163
8510,0.408985513
8511,0.393591855
8527,0.409617415
8532,0.348720126
8533,0.404763308
8538,0.387011134
8541,0.347759505
8545,0.376236134
8553,0.345293675
8554,0.354700946
8555,0.440464599
8569,0.27231043
8586,0.768227213
8593,0.430926211
8600,0.963292106
8606,0.760180521
8607,0.354598462
8611,0.30625951
8613,0.690930984
8618,0.752863515
8630,0.314423531
8637,0.363600817
8650,0.330381155
8652,0.250861993
8661,0.310161444
8669,0.407053558
8673,0.400149127
8674,0.379238989
8678,0.676388571
8682,0.363902804
8688,0.302499513
8689,0.710134589
8695,0.375529588
8698,0.377877184
8703,0.315499632
8709,0.386893491
8716,0.423823014
8723,0.383866671
8737,0.560688047
8753,0.361043687
8773,0.333851937
8774,0.384204444
8778,0.679899471
8786,0.551023308
8794,0.374374777
8795,0.585388556
8800,0.328139616
8804,0.362343401
8808,0.349220696
8809,0.304953905
8817,0.257866257
8818,0.312772688
8825,0.342348591
8830,0.400612831
8833,0.438596615
8834,0.35016763
8836,0.383902727
8837,0.37106352
8844,0.392096426
8851,0.41253207
8861,0.881625094
8864,0.396109037
8865,0.419112106
8869,0.328967104
8873,0.713409243
8880,0.773542734
8884,0.271123279
8888,0.36468283
8889,0.365190439
8891,0.82440361
8893,0.291441338
8897,0.408109115
8905,0.36801419
8910,0.692146829
8918,0.430885922
8939,0.373078969
8940,0.326519
8941,0.365317612
8944,0.329837614
8949,0.35964733
8950,0.309661868
8958,0.827926067
8967,0.687205944
8975,0.590268173
8979,0.323667386
8980,0.32422987
8991,0.314777792
8995,0.286792071
8996,0.320477782
8998,0.706338103
9000,0.424122192
9001,0.637367327
9002,0.368180135
9024,0.406855054
9026,0.381988744
9027,0.272422436
9034,0.421942877
9038,0.347505186
9050,0.360112066
9052,0.821622188
9054,0.388871128
9078,0.814488264
9097,0.256497365
9109,0.305578673
9112,0.646568371
9115,0.472690962
9125,0.313103061
9132,0.322732268
9136,0.25060366
9139,0.348675621
9140,0.336613203
9142,0.589354941
9143,0.358368511
9147,0.564458655
9159,0.301210971
9165,0.652842351
9172,0.384521128
9177,0.407594673
9179,0.388156195
9185,0.364676211
9196,0.920599183
9201,0.381976825
9209,0.383309822
9210,0.650533596
9212,0.229622522
9214,0.385720052
9240,0.944080184
9241,0.308542217
9244,0.383822316
9249,0.36596842
9250,0.733299283
9255,0.340101825
9258,0.453035808
9263,0.34082249
9266,0.543509108
9269,0.342234689
9272,0.344273637
9276,0.676225087
9290,0.408871254
9299,0.365879314
9303,0.349231356
9310,0.226180196
9311,0.378052559
9314,0.362237994
9315,0.698525833
9325,0.346750903
9328,0.614444141
9329,0.429326267
9332,0.933435949
9337,0.38194505
9353,0.825984688
9355,0.349517889
9356,0.343091844
9362,0.774180555
9364,0.339445084
9366,0.346637285
9387,0.930665069
9388,0.960744952
9396,0.391897016
9400,0.364370449
9406,0.429345321
9411,0.38809541
9416,0.729773303
9417,0.79529002
9423,0.737467012
9425,0.315326138
9426,0.420951489
9427,0.293315685
9429,0.76001493
9430,0.809053484
9434,0.26464068
9442,0.42388422
9458,0.374330954
9476,0.32964057
9481,0.34978283
9483,0.44195922
9484,0.394980991
9487,0.67617123
9488,0.372184363
9490,0.381369195
9502,0.96917915
9505,0.328198846
9509,0.338549545
9515,0.449971615
9516,0.427685158
9532,0.421910096
9539,0.61927455
9542,0.271217684
9549,0.404533628
9550,0.598764975
9553,0.481672775
9554,0.278910022
9561,0.36749994
9566,0.385738711
9571,0.340681761
9577,0.37671845
9584,0.385605856
9592,0.381292998
9596,0.738596938
9602,0.289597386
9603,0.423650727
9604,0.693025716
9608,0.723342799
9609,0.430138387
9613,0.426146363
9623,0.398242686
9630,0.926499118
9633,0.427027727
9648,0.37370864
9665,0.378862638
9668,0.359738989
